94	1048	4	891722678
200	291	3	891825292
279	144	4	880850073
145	22	5	875273021
151	485	5	879525002
234	571	2	892318158
109	258	5	880562908
222	552	2	878184596
303	145	1	879543573
151	372	5	879524819
83	82	5	887665423
90	499	5	891383866
234	1186	4	892335707
87	196	5	879877681
222	1057	4	881061370
92	176	5	875652981
184	207	4	889908903
92	180	5	875653016
222	1042	4	878184514
92	790	3	875907618
201	747	2	884113635
201	215	2	884140382
90	187	4	891383561
6	478	4	883602762
207	1046	4	875509787
85	83	4	886282959
297	588	4	875238579
90	507	5	891383987
271	482	5	885848519
130	901	1	884624044
178	276	3	882823978
90	245	3	891382612
181	1094	1	878963086
201	51	2	884140751
194	647	4	879521531
59	387	3	888206562
1	227	4	876892946
279	227	4	889326161
299	588	4	877880852
194	478	3	879521329
234	582	4	892334883
279	1048	1	886015533
87	9	4	879877931
181	408	1	878962550
279	1151	2	875744584
44	95	4	878347569
92	216	3	875653867
13	66	3	882141485
7	676	3	891354499
269	13	4	891446662
222	1044	4	881060578
82	455	4	876311319
279	254	3	879572960
42	685	4	881105972
145	1245	5	875271397
184	161	2	889909640
308	848	4	887736925
145	448	5	877343121
130	542	3	875801778
130	806	3	875217096
130	316	4	888211794
104	293	3	888465166
201	1229	3	884140307
303	94	3	879485318
92	709	2	875654590
94	820	1	891723186
59	1107	4	888206254
6	508	3	883599530
311	716	4	884365718
268	364	3	875743979
262	553	4	879795122
214	275	3	891542968
16	56	5	877719863
262	293	2	879790906
293	132	4	888905481
62	132	5	879375022
94	346	4	891725410
13	59	4	882140425
83	301	2	891181430
291	7	5	874834481
291	70	4	874868146
56	172	5	892737191
109	588	4	880578388
59	429	4	888204597
246	1218	3	884922801
92	115	3	875654125
308	741	4	887739863
301	660	4	882076782
214	1129	4	892668249
269	674	2	891451754
308	493	3	887737293
201	509	3	884111546
85	298	4	880581629
184	36	3	889910195
305	11	1	886323237
194	205	3	879524291
276	273	4	874786517
5	102	3	875721196
268	1249	2	875743793
276	773	3	874792794
13	150	5	882140588
7	401	4	891354257
128	482	4	879967432
104	7	3	888465972
293	39	3	888906804
256	25	5	882150552
90	821	3	891385843
207	192	3	877822350
42	176	3	881107178
145	472	3	875271128
262	121	3	879790536
239	58	5	889179623
92	15	3	875640189
311	419	3	884364931
201	919	3	884141208
1	17	3	875073198
214	42	5	892668130
7	81	5	891352626
234	132	4	892333865
59	148	3	888203175
13	354	2	888779458
6	469	5	883601155
82	14	4	876311280
109	627	5	880582133
305	50	5	886321799
92	81	3	875654929
201	69	2	884112901
94	58	5	891720540
244	148	2	880605071
181	874	1	878961749
303	433	4	879467985
151	317	5	879524610
90	553	2	891384959
291	1139	3	874871671
62	111	3	879372670
303	120	2	879544099
49	547	5	888066187
303	176	5	879467260
286	154	4	877533381
291	501	4	875087100
254	379	1	886474650
276	157	5	874790773
276	1157	2	874795772
7	576	5	892132943
234	808	2	892335707
87	1079	2	879877240
18	496	5	880130470
207	716	3	875508783
250	338	4	883263374
262	568	3	879794113
94	470	4	891722006
59	583	5	888205921
303	1286	4	879467413
271	714	3	885848863
269	235	3	891446756
276	939	3	874790855
99	354	2	888469332
308	163	4	887737084
303	738	2	879544276
224	873	2	888082187
44	208	4	878347420
269	9	4	891446246
42	195	5	881107949
293	79	3	888906045
246	68	5	884922341
92	665	3	875906853
13	331	3	881515457
271	750	4	885844698
92	731	4	875653769
254	188	3	886473672
311	203	5	884365201
201	660	3	884140927
279	79	3	875296461
303	1037	3	879544340
62	114	4	879373568
72	530	4	880037164
276	364	3	877935377
49	7	4	888067307
92	528	4	875657681
262	754	3	879961283
207	1436	3	878191574
256	771	2	882164999
276	226	4	874792520
311	849	3	884365781
181	1383	1	878962086
311	83	5	884364812
59	550	5	888206605
201	206	2	884112029
286	1316	5	884583549
7	228	4	891350845
92	846	3	886443471
11	110	3	891905324
87	2	4	879876074
293	605	3	888907702
291	732	4	874868097
254	575	3	886476165
49	334	4	888065744
222	1284	4	878184422
268	1	3	875742341
59	215	5	888204430
151	1298	4	879528520
299	235	1	877878184
297	182	3	875239125
262	47	2	879794599
7	151	4	891352749
178	678	3	882823530
94	168	5	891721378
239	529	5	889179808
90	657	5	891385190
224	20	1	888104487
85	501	3	880838306
301	202	5	882076211
145	743	1	888398516
130	206	3	875801695
286	231	3	877532094
200	24	2	884127370
5	211	4	875636631
160	117	4	876767822
6	357	4	883602422
158	72	3	880135118
297	736	4	875239975
250	244	4	878089786
301	1228	4	882079423
276	1095	1	877935135
223	411	1	891550005
92	24	3	875640448
276	38	3	874792574
286	34	5	877534701
130	731	3	876251922
222	441	2	881059920
1	90	4	878542300
189	1005	4	893265971
49	38	1	888068289
311	5	3	884365853
128	228	3	879969329
151	89	5	879524491
95	1229	2	879198800
213	609	4	878955533
308	863	3	887736881
269	47	4	891448386
297	307	4	878771124
305	189	5	886323303
194	4	4	879521397
239	187	5	889178798
268	94	2	875743630
201	1010	3	884140579
92	219	4	875654888
5	382	5	875636587
16	155	3	877719157
178	282	3	882823978
269	658	2	891448497
293	496	5	888905840
269	793	4	891449880
21	98	5	874951657
303	209	5	879467328
13	766	4	882139686
151	387	5	879542353
201	403	3	884112427
95	1206	4	888956137
256	716	5	882165135
303	435	5	879466491
151	1006	1	879524974
62	258	5	879371909
189	1115	4	893264270
99	742	5	885679114
291	1028	3	875086561
293	748	2	888904327
181	1342	1	878962168
83	338	4	883868647
262	179	4	879962570
223	596	3	891549713
94	347	5	891724950
293	779	1	888908066
201	1245	4	884141015
271	111	4	885847956
18	387	4	880130155
207	4	4	876198457
313	96	5	891015144
21	299	1	874950931
279	1376	4	886016680
234	1015	2	892079617
201	79	4	884112245
5	376	2	879198045
184	181	4	889907426
104	411	1	888465739
276	550	4	874792574
279	1182	3	875314370
21	457	1	874951054
16	471	3	877724845
291	250	4	874805927
291	471	4	874833746
7	580	3	892132171
181	16	1	878962996
297	218	3	875409827
308	559	4	887740367
87	211	5	879876812
21	596	3	874951617
59	710	3	888205463
178	209	4	882826944
299	615	4	878192555
10	504	5	877892110
109	101	1	880578186
181	327	3	878961780
207	87	4	884386260
94	9	5	885872684
244	409	4	880605294
276	246	4	874786686
90	906	2	891382240
234	20	4	891227979
230	142	4	880485633
299	641	4	889501514
7	581	5	891353477
44	250	5	878346709
291	214	4	874868146
11	741	5	891902745
59	286	3	888202532
194	234	3	879521167
201	197	4	884113422
184	155	3	889912656
194	792	4	879524504
181	979	2	878963241
286	721	3	877532329
13	14	4	884538727
303	277	3	879468547
299	971	2	889502353
254	1116	3	886473448
7	106	4	891353892
239	10	5	889180338
130	267	5	875801239
90	662	5	891385842
181	221	1	878962465
104	327	2	888442202
42	185	4	881107449
181	995	1	878961585
291	578	4	874835242
305	187	4	886323189
184	71	4	889911552
94	556	3	891722882
158	1011	4	880132579
7	528	5	891352659
158	190	5	880134332
201	853	4	884114635
276	43	1	874791383
275	520	4	880314218
275	173	3	875154795
62	1073	4	879374752
230	234	4	880484756
109	975	3	880572351
83	118	3	880307071
130	245	1	874953526
64	778	5	889739806
244	89	5	880602210
7	643	4	891350932
293	288	3	888904327
125	997	2	892838976
279	487	3	890282182
269	285	5	891446165
244	380	4	880608133
271	220	3	885848179
224	332	3	888103429
145	591	4	879161848
85	277	2	879452938
145	260	4	875269871
160	187	5	876770168
82	231	2	878769815
223	969	5	891550649
297	1016	3	874955131
244	167	3	880607853
286	709	4	877532748
82	411	3	878768902
99	181	5	885680138
56	196	2	892678628
293	346	3	888904004
7	650	3	891350965
90	425	4	891384996
82	919	3	876311280
43	151	4	875975613
10	289	4	877886223
57	756	3	883697730
246	82	2	884921986
62	24	4	879372633
13	320	1	882397010
268	63	1	875743792
18	863	3	880130680
271	410	2	885848238
295	47	5	879518166
194	237	3	879538959
194	82	2	879524216
311	385	5	884365284
262	96	4	879793022
279	491	5	875296435
145	393	5	875273174
305	61	4	886323378
269	156	5	891449364
276	180	5	874787353
18	965	4	880132012
72	528	4	880036664
224	949	3	888104057
125	239	5	892838375
244	652	5	880606533
59	604	3	888204927
13	451	1	882141872
42	69	4	881107375
10	340	4	880371312
60	604	4	883327997
125	152	1	879454892
63	50	4	875747292
311	172	5	884364763
7	582	5	892135347
7	127	5	891351728
189	203	3	893265921
59	470	3	888205714
313	148	2	891031979
234	161	3	892335824
6	143	2	883601053
305	960	1	886324362
13	493	5	882140206
6	275	4	883599102
269	82	2	891450780
5	62	4	875637575
181	1164	3	878962464
222	1207	2	881060659
5	231	2	875635947
286	258	4	877530390
104	249	3	888465675
303	65	4	879467436
295	73	4	879519009
201	686	2	884112352
13	289	2	882140759
184	100	5	889907652
262	786	3	879795319
234	614	3	892334609
1	64	5	875072404
312	641	5	891698300
207	810	2	877125506
262	509	3	879792818
239	478	5	889178986
291	571	2	875086608
13	488	3	890704999
279	509	3	875296552
49	17	2	888068651
7	196	5	891351432
311	1222	3	884366010
44	120	4	878346977
59	588	2	888204389
256	939	5	882164893
83	139	3	880308959
280	128	3	891701188
43	52	4	883955224
18	494	3	880131497
303	87	3	879466421
275	258	3	875154310
268	470	3	875310745
94	89	3	885870284
7	44	5	891351728
158	85	4	880135118
256	765	4	882165328
99	182	4	886518810
254	624	2	886473254
303	291	3	879484804
270	53	4	876956106
181	1001	1	878963038
254	418	3	886473078
56	235	1	892911348
11	190	3	891904174
268	52	3	875309319
6	294	2	883599938
151	969	5	879542510
42	684	4	881108093
62	365	2	879376096
207	121	3	875504876
59	70	3	888204758
234	705	5	892318002
270	466	5	876955899
11	660	3	891904573
5	377	1	878844615
56	797	4	892910860
305	923	5	886323237
213	12	5	878955409
268	684	3	875744321
269	729	2	891448569
308	298	5	887741383
222	29	3	878184571
201	421	2	884111708
207	864	3	877750738
303	1315	3	879544791
305	529	5	886324097
223	318	4	891550711
269	616	4	891450453
197	294	4	891409290
42	603	4	881107502
7	560	3	892132798
7	559	5	891354882
299	186	3	889503233
59	433	5	888205982
279	709	4	875310195
279	789	4	875306580
279	919	3	892864663
63	222	3	875747635
178	73	5	882827985
90	1194	4	891383718
13	848	5	882140001
94	625	4	891723086
59	496	4	888205144
303	302	4	879465986
299	516	4	889503159
10	505	4	877886846
62	464	4	879375196
56	69	4	892678893
92	289	3	875641367
308	378	3	887740700
13	144	4	882397146
181	1348	1	878962200
244	155	3	880608599
234	233	2	892335990
181	302	2	878961511
234	617	3	892078741
303	369	1	879544130
197	518	1	891409982
151	402	3	879543423
268	264	3	876513607
224	215	4	888082612
16	191	5	877719454
99	597	4	885679210
234	482	4	892334803
303	323	1	879466214
280	204	3	891700643
301	174	5	882075827
92	1142	4	886442422
99	410	5	885679262
313	673	4	891016622
58	109	4	884304396
270	781	5	876955750
13	476	2	882141997
189	1	5	893264174
234	50	4	892079237
294	222	4	877819353
293	629	3	888907753
7	241	4	891354053
87	775	2	879876848
296	48	5	884197091
151	186	4	879524222
57	926	3	883697831
234	134	5	892333573
280	544	4	891701302
109	797	3	880582856
201	313	5	884110598
174	471	5	886433804
130	931	2	880396881
151	15	4	879524879
90	529	5	891385132
59	12	5	888204260
224	658	1	888103840
11	517	2	891905222
59	170	4	888204430
314	1518	4	877891426
256	413	4	882163956
234	618	3	892078343
246	8	3	884921245
92	106	3	875640609
104	269	5	888441878
276	406	2	874786831
276	34	2	877934264
13	97	4	882399357
244	7	4	880602558
95	416	4	888954961
82	596	3	876311195
94	455	3	891721777
276	384	3	874792189
298	8	5	884182748
151	210	4	879524419
200	241	4	884129782
201	405	4	884112427
193	332	3	889123257
291	226	5	874834895
313	191	5	891013829
207	531	4	877878342
214	151	5	892668153
44	123	4	878346532
18	154	4	880131358
297	628	4	874954497
279	116	1	888799670
7	28	5	891352341
308	581	4	887740500
62	138	1	879376709
293	1161	2	888905062
13	781	3	882399528
13	338	1	882140740
280	554	1	891701998
178	106	2	882824983
201	117	2	884112487
256	1057	2	882163805
221	204	4	875246008
262	11	4	879793597
303	1095	2	879543988
99	168	5	885680374
72	226	4	880037307
109	31	4	880577844
276	583	3	874791444
224	528	3	888082658
295	483	5	879517348
279	65	1	875306767
43	64	5	875981247
308	435	4	887737484
42	1041	4	881109060
7	153	5	891352220
125	1180	3	892838865
62	401	3	879376727
130	366	5	876251972
312	228	3	891699040
158	414	4	880135118
279	42	4	875308843
210	58	4	887730177
43	66	4	875981506
151	490	5	879528418
293	665	2	888908117
293	36	1	888908041
276	291	3	874791169
21	839	1	874951797
194	663	4	879524292
92	453	1	875906882
311	180	4	884364764
198	214	4	884208273
82	661	4	878769703
291	466	5	874834768
151	692	3	879524669
60	47	4	883326399
92	79	4	875653198
314	1218	4	877887525
5	407	3	875635431
15	685	4	879456288
99	204	4	885679952
222	135	5	878181563
224	149	1	888103999
58	284	4	884304519
268	135	4	875309583
83	640	2	880308550
305	186	4	886323902
181	1320	1	878962279
49	49	2	888068990
6	221	4	883599431
85	647	4	879453844
128	736	5	879968352
279	827	1	888426577
271	630	2	885848943
303	748	2	879466214
249	124	5	879572646
280	693	3	891701027
207	827	3	876018501
60	616	3	883327087
21	184	4	874951797
286	628	4	875806800
145	183	5	875272009
311	28	5	884365140
246	406	3	884924749
201	292	3	884110598
286	133	4	877531730
144	685	3	888105473
5	24	4	879198229
85	272	4	893110061
286	7	4	875807003
64	93	2	889739025
151	429	5	879528673
287	56	5	875334759
125	615	3	879454793
13	167	4	882141659
213	471	3	878870816
178	234	4	882826783
128	418	4	879968164
13	570	5	882397581
276	843	4	874792989
305	347	3	886308111
18	58	4	880130613
263	921	3	891298727
194	321	3	879520306
11	746	4	891905032
298	842	4	884127249
56	215	5	892678547
13	844	1	882397010
308	165	3	887736696
214	652	4	891543972
102	300	3	875886434
7	420	5	891353219
307	100	3	879206424
21	590	1	874951898
311	68	1	884365824
95	1230	1	888956901
303	182	5	879467105
145	13	5	875270507
194	530	4	879521167
145	1	3	882181396
222	157	4	878181976
7	188	5	891352778
109	100	4	880563080
90	631	5	891384570
7	78	3	891354165
181	1324	1	878962464
201	332	2	884110887
13	685	5	882397582
82	73	4	878769888
267	423	3	878972842
194	1206	1	879554453
269	106	1	891451947
99	895	3	885678304
200	665	4	884130621
312	188	3	891698793
145	50	5	885557660
234	71	3	892334338
213	48	5	878955848
244	216	4	880605869
85	175	4	879828912
13	567	1	882396955
151	162	5	879528779
193	554	3	889126088
49	741	4	888068079
291	54	4	874834963
271	514	4	885848408
194	404	3	879522445
268	721	3	875743587
301	606	3	882076890
102	732	3	888804089
311	662	4	884365018
201	943	3	884114275
246	816	4	884925218
280	38	3	891701832
43	1057	2	884029777
311	661	3	884365075
59	287	5	888203175
268	83	4	875309344
145	299	4	875269822
268	672	2	875744501
297	286	5	874953892
295	151	4	879517635
13	877	2	882140792
70	584	3	884150236
145	460	1	875271312
275	176	4	880314320
83	413	1	891182379
92	521	4	875813412
246	728	1	884923829
43	284	5	883955441
207	203	3	877124625
234	485	3	892079434
201	587	4	884140975
286	689	5	884583549
85	133	4	879453876
276	85	3	874791871
311	366	5	884366010
42	121	4	881110578
7	680	4	891350703
313	71	4	891030144
90	526	5	891383866
94	186	4	891722278
224	43	3	888104456
44	230	2	883613335
151	480	5	879524151
311	505	4	884365451
193	827	2	890859916
276	789	3	874791623
85	98	4	879453716
279	393	1	875314093
222	323	3	877562839
42	606	3	881107538
25	729	4	885852697
116	185	3	876453519
13	480	3	881515193
201	326	2	884111095
43	631	2	883955675
95	174	5	879196231
130	332	4	876250582
44	530	5	878348725
207	787	3	876079054
239	204	3	889180888
269	923	4	891447169
178	148	4	882824325
271	11	4	885848408
42	456	3	881106113
311	568	5	884365325
269	411	1	891451013
268	42	4	875310384
308	634	4	887737334
308	166	3	887737837
57	831	1	883697785
207	410	3	877838946
271	211	5	885849164
16	144	5	877721142
90	603	5	891385132
299	238	4	877880852
279	1228	4	890779991
128	140	4	879968308
307	173	5	879283786
291	159	4	875087488
194	705	2	879524007
10	489	4	877892210
95	128	3	879196354
10	657	4	877892110
59	855	4	888204502
7	133	5	891353192
256	692	5	882165066
85	629	3	879454685
271	1266	2	885848943
276	1416	3	874792634
307	258	5	879283786
38	672	3	892434800
7	93	5	891351042
184	729	3	889909840
311	403	4	884365889
116	301	3	892683732
94	229	3	891722979
221	508	4	875244160
95	636	1	879196566
44	56	2	878348601
305	203	4	886323839
207	508	4	877879259
130	161	4	875802058
178	218	3	882827776
293	293	4	888904795
128	79	4	879967692
307	1411	4	877124058
269	514	4	891449123
195	186	3	888737240
189	91	3	893265684
95	143	4	880571951
94	157	5	891725332
256	819	4	882151052
291	366	3	874868255
222	153	4	878182416
207	98	4	875509887
222	298	4	877563253
286	151	5	875806800
116	262	3	876751342
7	174	5	891350757
311	495	4	884366066
178	255	4	882824001
181	597	3	878963276
291	77	4	874834799
177	79	4	880130758
311	181	4	884364724
125	796	3	892838591
58	960	4	884305004
117	405	5	880126174
5	423	4	875636793
254	286	1	887346861
213	690	3	878870275
99	508	4	885678840
275	523	4	880314031
144	31	3	888105823
198	651	4	884207424
181	1093	1	878962391
221	268	5	876502910
267	739	4	878973276
301	496	5	882075743
94	33	3	891721919
298	477	4	884126202
290	476	3	880475837
16	942	4	877719863
130	815	3	874953866
181	304	1	878961586
178	125	4	882824431
42	506	3	881108760
197	849	3	891410124
94	1119	4	891723261
293	724	3	888907061
279	1492	4	888430806
189	30	4	893266205
198	24	2	884205385
222	172	5	878183079
276	301	4	877584219
70	417	3	884066823
305	15	1	886322796
201	370	1	884114506
57	409	4	883697655
13	314	1	884538485
125	173	5	879454100
128	143	5	879967300
92	763	3	886443192
262	77	2	879794829
90	958	4	891383561
144	91	2	888106106
63	841	1	875747917
197	176	5	891409798
38	838	2	892433680
99	546	4	885679353
59	663	4	888204928
59	702	5	888205463
7	182	4	891350965
109	154	2	880578121
293	167	3	888907702
297	198	3	875238923
276	11	5	874787497
222	210	4	878184338
287	92	4	875334896
62	443	3	879375080
276	1218	4	874792040
230	210	5	880484975
246	184	4	884921948
109	89	4	880573263
305	87	1	886323153
195	181	5	875771440
7	193	5	892135346
85	58	4	879829689
186	588	4	879024535
256	280	5	882151167
102	432	3	883748418
194	770	4	879525342
267	114	5	878971514
1	92	3	876892425
16	504	5	877718168
90	31	4	891384673
234	657	4	892079840
60	1020	4	883327018
92	947	4	875654929
158	1	4	880132443
87	1000	3	879877173
276	104	1	874836682
1	228	5	878543541
42	143	4	881108229
43	26	5	883954901
299	1322	3	877878001
130	200	5	875217392
307	71	5	879283169
311	229	5	884365890
296	286	5	884196209
314	9	4	877886375
64	527	4	879365590
249	79	5	879572777
21	298	5	874951382
305	238	3	886323617
308	417	3	887740254
102	118	3	888801465
189	120	1	893264954
130	622	3	875802173
56	585	3	892911366
56	230	5	892676339
222	25	3	877563437
49	148	1	888068195
307	431	4	877123333
144	313	5	888103407
144	961	3	888106106
160	3	3	876770124
22	227	4	878888067
18	647	4	880129595
151	481	3	879524669
312	480	5	891698224
256	29	4	882164644
158	568	4	880134532
311	141	4	884366187
303	179	5	879466491
25	478	5	885852271
195	407	2	877835302
145	1001	4	875271607
151	260	1	879523998
194	576	2	879528568
271	624	2	885849558
313	65	2	891016962
6	532	3	883600066
22	433	3	878886479
13	915	5	892015023
200	402	4	884129029
271	22	5	885848518
269	478	4	891448980
178	121	5	882824291
210	502	3	891035965
318	648	5	884495534
279	1291	4	875297708
90	618	5	891385335
44	174	5	878347662
293	729	2	888907145
224	708	2	888104153
246	121	4	884922627
301	172	5	882076403
244	31	4	880603484
95	395	3	888956928
303	330	3	879552065
198	640	3	884208651
256	802	3	882164955
305	209	5	886322966
83	364	1	886534501
224	1208	1	888104554
295	67	4	879519042
116	248	3	876452492
201	37	2	884114635
318	508	4	884494976
263	333	2	891296842
145	172	5	882181632
119	313	5	886176135
270	306	5	876953744
262	91	3	879792713
250	260	4	878089144
6	211	5	883601155
85	517	5	879455238
308	164	4	887738664
42	746	3	881108279
102	1025	2	883278200
311	70	4	884364999
181	1322	1	878962086
174	396	1	886515104
125	150	1	879454892
181	1364	1	878962464
1	266	1	885345728
295	727	5	879517682
56	194	5	892676908
83	1035	4	880308959
270	327	5	876953900
181	680	1	878961709
286	771	2	877535119
234	151	3	892334481
16	92	4	877721905
130	410	5	875802105
271	121	2	885848132
189	462	5	893265741
313	31	4	891015486
49	238	4	888068762
60	79	4	883326620
13	226	4	882397651
1	121	4	875071823
13	548	3	882398743
222	426	1	878181351
7	614	5	891352489
193	368	1	889127860
130	993	5	874953665
62	4	4	879374640
269	1020	4	891449571
269	136	4	891449075
7	647	5	891352489
271	823	3	885848237
294	288	5	877818729
151	522	5	879524443
311	213	4	884365075
26	257	3	891371596
291	627	4	875086991
26	7	3	891350826
221	468	3	875246824
318	204	5	884496218
87	996	3	879876848
279	88	1	882146554
279	562	3	890451433
207	14	4	875504876
279	163	5	875313311
230	238	1	880484778
94	235	4	891722980
293	931	1	888905252
198	180	3	884207298
292	653	4	881105442
92	781	3	875907649
291	572	3	874834944
102	264	2	883277645
1	114	5	875072173
250	2	4	878090414
119	716	5	874782190
244	220	2	880605264
291	99	4	875086887
59	238	5	888204553
311	73	4	884366187
177	919	4	880130736
1	132	4	878542889
144	778	4	888106044
1	74	1	889751736
268	68	4	875744173
49	758	1	888067596
102	313	3	887048184
279	1093	4	875298330
279	1493	1	888465068
22	173	5	878886368
145	315	5	883840797
119	1101	5	874781779
1	134	4	875073067
94	45	5	886008764
291	741	5	874834481
6	180	4	883601311
188	88	4	875075300
299	921	3	889502087
215	194	4	891436150
291	273	3	874833705
303	867	3	879484373
6	477	1	883599509
307	1110	4	877122208
130	876	4	874953291
95	483	3	879198697
13	305	4	881514811
174	699	5	886514220
286	158	3	877533472
87	1183	3	879875995
270	230	3	876955868
296	272	5	884198772
125	483	4	879454628
62	1118	3	879375537
296	510	5	884197264
234	500	3	892078890
301	610	3	882077176
151	25	4	879528496
271	8	4	885848770
87	303	3	879875471
293	1220	2	888907552
311	518	3	884365451
181	123	2	878963276
110	301	2	886987505
194	196	3	879524007
239	605	4	889180446
109	5	3	880580637
291	824	4	874833962
16	168	4	877721142
22	687	1	878887476
207	746	4	877878342
312	1299	4	891698832
268	250	4	875742530
195	887	4	886782489
271	50	5	885848640
308	802	3	887738717
144	66	4	888106078
195	14	4	890985390
18	199	3	880129769
13	918	3	892524090
174	41	1	886515063
109	159	4	880578121
264	475	5	886122706
275	1066	3	880313679
56	68	3	892910913
130	682	4	881076059
130	568	5	876251693
58	1100	2	884304979
49	473	3	888067164
13	273	3	882397502
109	195	5	880578038
186	406	1	879023272
293	148	1	888907015
280	1028	5	891702276
